SENTENCE;LAW
maddede tanımlanan suçların tabip , diş tabibi , eczacı , kimyager , veteriner , sağlık memuru , laborant , ebe , hemşire , diş teknisyeni , hastabakıcı , sağlık hizmeti veren , kimyacılıkla veya ecza ticareti ile iştigal eden kişi tarafından işlenmesi halinde , verilecek ceza yarı oranında artırılır .;TÜRK CEZA KANUNU
için uyuşturucu veya uyarıcı madde satın alan , kabul eden veya bulunduran ya da uyuşturucu veya uyarıcı madde kullanan kişi , iki yıldan beş yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
suçtan dolayı başlatılan soruşturmada şüpheli hakkında 4/12/2004 tarihli ve 5271 sayılı Ceza Muhakemesi Kanununun 171 inci maddesindeki şartlar aranmaksızın , beş yıl süreyle kamu davasının açılmasının ertelenmesine karar verilir .;TÜRK CEZA KANUNU
savcısı , bu durumda şüpheliyi , erteleme süresi zarfında kendisine yüklenen yükümlülüklere uygun davranmadığı veya yasakları ihlal ettiği takdirde kendisi bakımından ortaya çıkabilecek sonuçlar konusunda uyarır .;TÜRK CEZA KANUNU
süresi zarfında şüpheli hakkında asgari bir yıl süreyle denetimli serbestlik tedbiri uygulanır .;TÜRK CEZA KANUNU
süre Cumhuriyet savcısının kararı ile üçer aylık sürelerle en fazla bir yıl daha uzatılabilir .;TÜRK CEZA KANUNU
denetimli serbestlik tedbiri verilen kişi , gerek görülmesi halinde denetimli serbestlik süresi içinde tedaviye tabi tutulabilir .;TÜRK CEZA KANUNU
"erteleme süresi zarfında ; Kendisine yüklenen yükümlülüklere veya uygulanan tedavinin gereklerine uygun davranmamakta ısrar etmesi , Tekrar kullanmak için uyuşturucu veya uyarıcı madde satın alması , kabul etmesi veya bulundurması , Uyuşturucu veya uyarıcı madde kullanması , halinde , hakkında kamu davası açılır .";TÜRK CEZA KANUNU
süresi zarfında kişinin kullanmak için tekrar uyuşturucu veya uyarıcı madde satın alması , kabul etmesi veya bulundurması ya da uyuşturucu veya uyarıcı madde kullanması , dördüncü fıkra uyarınca ihlal nedeni sayılır ve ayrı bir soruşturma ve kovuşturma konusu yapılmaz .;TÜRK CEZA KANUNU
fıkraya göre kamu davasının açılmasından sonra , birinci fıkrada tanımlanan suçun tekrar işlendiği iddiasıyla açılan soruşturmalarda ikinci fıkra uyarınca kamu davasının açılmasının ertelenmesi kararı verilemez .;TÜRK CEZA KANUNU
erteleme süresi zarfında dördüncü fıkrada belirtilen yükümlülüklere aykırı davranmadığı ve yasakları ihlal etmediği takdirde , hakkında kovuşturmaya yer olmadığı kararı verilir .;TÜRK CEZA KANUNU
"Kanunun ; 188 inci maddesinde tanımlanan uyuşturucu veya uyarıcı madde imal ve ticareti , 190 ıncı maddesinde tanımlanan uyuşturucu veya uyarıcı madde kullanılmasını kolaylaştırma , suçundan dolayı yapılan kovuşturma evresinde , suçun münhasıran bu madde kapsamına girdiğinin anlaşılması halinde , sanık hakkında bu madde hükümleri çerçevesinde hükmün açıklanmasının geri bırakılması kararı verilir .";TÜRK CEZA KANUNU
maddede aksine düzenleme bulunmayan hallerde , Ceza Muhakemesi Kanununun kamu davasının açılmasının ertelenmesine ilişkin 171 inci maddesi veya hükmün açıklanmasının geri bırakılmasına ilişkin 231 inci maddesi hükümleri uygulanır .;TÜRK CEZA KANUNU
"Birinci fıkradaki fiillerin ; okul , yurt , hastane , kışla veya ibadethane gibi tedavi , eğitim , askeri ve sosyal amaçla toplu bulunulan bina ve tesisler ile bunların varsa çevre duvarı , tel örgü veya benzeri engel veya işaretlerle belirlenen sınırlarına iki yüz metreden yakın mesafe içindeki umumi veya umuma açık yerlerde işlenmesi halinde verilecek ceza yarı oranında artırılır .";TÜRK CEZA KANUNU
veya uyarıcı madde imal ve ticareti suçlarına iştirak etmiş olan kişi , resmi makamlar tarafından haber alınmadan önce , diğer suç ortaklarını ve uyuşturucu veya uyarıcı maddelerin saklandığı veya imal edildiği yerleri merciine haber verirse , verilen bilginin suç ortaklarının yakalanmasını veya uyuşturucu veya uyarıcı maddenin ele geçirilmesini sağlaması halinde , hakkında cezaya hükmolunmaz .;TÜRK CEZA KANUNU
için uyuşturucu veya uyarıcı madde satın alan , kabul eden veya bulunduran kişi , resmi makamlar tarafından haber alınmadan önce , bu maddeyi kimden , nerede ve ne zaman temin ettiğini merciine haber vererek suçluların yakalanmalarını veya uyuşturucu veya uyarıcı maddenin ele geçirilmesini kolaylaştırırsa , hakkında cezaya hükmolunmaz .;TÜRK CEZA KANUNU
suçlar haber alındıktan sonra gönüllü olarak , suçun meydana çıkmasına ve fail veya diğer suç ortaklarının yakalanmasına hizmet ve yardım eden kişi hakkında verilecek ceza , yardımın niteliğine göre dörtte birden yarısına kadarı indirilir .;TÜRK CEZA KANUNU
veya uyarıcı madde kullanan kişi , hakkında kullanmak için uyuşturucu veya uyarıcı madde satın almak , kabul etmek veya bulundurmaktan dolayı soruşturma başlatılmadan önce resmi makamlara veya sağlık kuruluşlarına başvurarak tedavi ettirilmesini isterse , cezaya hükmolunmaz .;TÜRK CEZA KANUNU
durumda kamu görevlileri ile sağlık mesleği mensuplarının 279 uncu ve 280 inci maddeler uyarınca suçu bildirme yükümlülüğü doğmaz .;TÜRK CEZA KANUNU
zehir bulunan ve üretilmesi , bulundurulması veya satılması izne bağlı olan maddeyi izinsiz olarak üreten , bulunduran , satan veya nakleden kişi , iki aydan bir yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
için tehlike oluşturabilecek maddeleri çocuklara , akıl hastalarına veya uçucu madde kullananlara veren veya tüketimine sunan kişi , altı aydan bir yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
hastalıklardan birine yakalanmış veya bu hastalıklardan ölmüş kimsenin bulunduğu yerin karantina altına alınmasına dair yetkili makamlarca alınan tedbirlere uymayan kişi , iki aydan bir yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
gömülmesine ayrılan yerlerden başka yerlere ölü gömen veya gömdüren kişi , altı aya kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
veya yabancı ülkelerde kanunen tedavülde bulunan parayı , sahte olarak üreten , ülkeye sokan , nakleden , muhafaza eden veya tedavüle koyan kişi , iki yıldan oniki yıla kadar hapis ve onbin güne kadar adli para cezası ile cezalandırılır .;TÜRK CEZA KANUNU
parayı bilerek kabul eden kişi , bir yıldan üç yıla kadar hapis ve adli para cezası ile cezalandırılır .;TÜRK CEZA KANUNU
Sahteliğini bilmeden kabul ettiği parayı bu niteliğini bilerek tedavüle koyan kişi , üç aydan bir yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
tarafından ihraç edilip de hamiline yazılı bonolar , hisse senetleri , tahviller ve kuponlar , yetkili kurumlar tarafından çıkarılmış olup da kanunen tedavül eden senetler , tahviller ve evrak ile milli ziynet altınları , para hükmündedir .;TÜRK CEZA KANUNU
damgayı sahte olarak üreten , ülkeye sokan , nakleden , muhafaza eden veya tedavüle koyan kişi , bir yıldan beş yıla kadar hapis ve adli para cezası ile cezalandırılır .;TÜRK CEZA KANUNU
olarak üretilmiş kıymetli damgayı bilerek kabul eden kişi , üç aydan bir yıla kadar hapis ve adli para cezası ile cezalandırılır .;TÜRK CEZA KANUNU
bilmeden kabul ettiği kıymetli damgayı bu niteliğini bilerek tedavüle koyan kişi , bir aydan altı aya kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
kağıtlar , damga ve posta pulları ve muayyen bir miktar vergi veya harcın ödendiğini belgelemek amacıyla kullanılan pullar , kıymetli damga sayılır .;TÜRK CEZA KANUNU
kıymetli damgaların üretiminde kullanılan alet veya malzemeyi izinsiz olarak üreten , ülkeye sokan , satan , devreden , satın alan , kabul eden veya muhafaza eden kişi , bir yıldan dört yıla kadar hapis ve adli para cezası ile cezalandırılır .;TÜRK CEZA KANUNU
olarak para veya kıymetli damga üreten , ülkeye sokan , nakleden , muhafaza eden veya kabul eden kişi , bu para veya kıymetli damgaları tedavüle koymadan ve resmi makamlar tarafından haber alınmadan önce , diğer suç ortaklarını ve sahte olarak üretilen para veya kıymetli damgaların üretildiği veya saklandığı yerleri merciine haber verirse , verilen bilginin suç ortaklarının yakalanmasını ve sahte olarak üretilen para veya kıymetli damgaların ele geçirilmesini sağlaması halinde , hakkında cezaya hükmolunmaz .;TÜRK CEZA KANUNU
para veya kıymetli damga üretiminde kullanılan alet ve malzemeyi izinsiz olarak üreten , ülkeye sokan , satan , devreden , satın alan , kabul eden veya muhafaza eden kişi , resmi makamlar tarafından haber alınmadan önce , diğer suç ortaklarını ve bu malzemenin üretildiği veya saklandığı yerleri ilgili makama haber verirse , verilen bilginin suç ortaklarının yakalanmasını ve bu malzemenin ele geçirilmesini sağlaması halinde , hakkında cezaya hükmolunmaz .;TÜRK CEZA KANUNU
Türkiye Büyük Millet Meclisi Başkanlığı ve Başbakanlık tarafından kullanılan mührü sahte olarak üreten veya kullanan kişi , iki yıldan sekiz yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
kurum ve kuruluşlarınca veya kamu kurumu niteliğindeki meslek kuruluşlarınca kullanılan onaylayıcı veya belgeleyici mührü sahte olarak üreten veya kullanan kişi , bir yıldan altı yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
veya yetkili makamların emri uyarınca bir şeyin saklanmasını veya varlığının aynen korunmasını sağlamak için konulan mührü kaldıran veya konuluş amacına aykırı hareket eden kişi , altı aydan üç yıla kadar hapis veya adli para cezası ile cezalandırılır .;TÜRK CEZA KANUNU
resmi belgeyi sahte olarak düzenleyen , gerçek bir resmi belgeyi başkalarını aldatacak şekilde değiştiren veya sahte resmi belgeyi kullanan kişi , iki yıldan beş yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
gereği düzenlemeye yetkili olduğu resmi bir belgeyi sahte olarak düzenleyen , gerçek bir belgeyi başkalarını aldatacak şekilde değiştiren , gerçeğe aykırı olarak belge düzenleyen veya sahte resmi belgeyi kullanan kamu görevlisi üç yıldan sekiz yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
belgenin , kanun hükmü gereği sahteliği sabit oluncaya kadar geçerli olan belge niteliğinde olması halinde , verilecek ceza yarısı oranında artırılır .;TÜRK CEZA KANUNU
bir resmi belgeyi bozan , yok eden veya gizleyen kişi , iki yıldan beş yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
kamu görevlisi tarafından işlenmesi halinde , verilecek ceza yarı oranında artırılır .;TÜRK CEZA KANUNU
resmi belgeyi düzenlemek yetkisine sahip olan kamu görevlisine yalan beyanda bulunan kişi , üç aydan iki yıla kadar hapis veya adli para cezası ile cezalandırılır .;TÜRK CEZA KANUNU
özel belgeyi sahte olarak düzenleyen veya gerçek bir özel belgeyi başkalarını aldatacak şekilde değiştiren ve kullanan kişi , bir yıldan üç yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
sahte özel belgeyi bu özelliğini bilerek kullanan kişi de yukarıdaki fıkra hükmüne göre cezalandırılır .;TÜRK CEZA KANUNU
bir özel belgeyi bozan , yok eden veya gizleyen kişi , bir yıldan üç yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
bir tarzda doldurulup kullanılmak üzere kendisine teslim olunan imzalı ve kısmen veya tamamen boş bir kağıdı , verilme nedeninden farklı bir şekilde dolduran kişi , şikayet üzerine , üç aydan bir yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
ve kısmen veya tamamen boş bir kağıdı hukuka aykırı olarak ele geçirip veya elde bulundurup da hukuki sonuç doğuracak şekilde dolduran kişi , belgede sahtecilik hükümlerine göre cezalandırılır .;TÜRK CEZA KANUNU
belgede sahtecilik suçunun konusunun , emre veya hamile yazılı kambiyo senedi , emtiayı temsil eden belge , hisse senedi , tahvil veya vasiyetname olması halinde , resmi belgede sahtecilik suçuna ilişkin hükümler uygulanır .;TÜRK CEZA KANUNU
aykırı belge düzenleyen tabip , diş tabibi , eczacı , ebe , hemşire veya diğer sağlık mesleği mensubu , üç aydan bir yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
belgenin kişiye haksız bir menfaat sağlaması ya da kamunun veya kişilerin zararına bir sonuç doğurucu nitelik taşıması halinde , resmi belgede sahtecilik hükümlerine göre cezaya hükmolunur .;TÜRK CEZA KANUNU
hukuki ilişkiye dayanan alacağın ispatı veya gerçek bir durumun belgelenmesi amacıyla belgede sahtecilik suçunun işlenmesi halinde , verilecek ceza , yarısı oranında indirilir .;TÜRK CEZA KANUNU
resmi veya özel belgenin bir başka suçun işlenmesi sırasında kullanılması halinde , hem sahtecilik hem de ilgili suçtan dolayı ayrı ayrı cezaya hükmolunur .;TÜRK CEZA KANUNU
arasında endişe , korku ve panik yaratmak amacıyla hayat , sağlık , vücut veya cinsel dokunulmazlık ya da malvarlığı bakımından alenen tehditte bulunan kişi , iki yıldan dört yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
silahla işlenmesi halinde , verilecek ceza , kullanılan silahın niteliğine göre yarı oranına kadar artırılabilir .;TÜRK CEZA KANUNU
işlemek için alenen tahrikte bulunan kişi , altı aydan beş yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
bir kısmını diğer bir kısmına karşı silahlandırarak , birbirini öldürmeye tahrik eden kişi , onbeş yıldan yirmidört yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
konusu suçların işlenmesi halinde , tahrik eden kişi , bu suçlara azmettiren sıfatıyla cezalandırılır .;TÜRK CEZA KANUNU
olan bir suçu veya işlemiş olduğu suçtan dolayı bir kişiyi alenen öven kimse , bu nedenle kamu düzeni açısından açık ve yakın bir tehlikenin ortaya çıkması halinde , iki yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
sosyal sınıf , ırk , din , mezhep veya bölge bakımından farklı özelliklere sahip bir kesimini , diğer bir kesimi aleyhine kin ve düşmanlığa alenen tahrik eden kimse , bu nedenle kamu güvenliği açısından açık ve yakın bir tehlikenin ortaya çıkması halinde , bir yıldan üç yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
bir kesimini , sosyal sınıf , ırk , din , mezhep , cinsiyet veya bölge farklılığına dayanarak alenen aşağılayan kişi , altı aydan bir yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
bir kesiminin benimsediği dini değerleri alenen aşağılayan kişi , fiilin kamu barışını bozmaya elverişli olması halinde , altı aydan bir yıla kadar hapis cezası ile cezalandırılır .;TÜRK CEZA KANUNU
kanunlara uymamaya alenen tahrik eden kişi , tahrikin kamu barışını bozmaya elverişli olması halinde , altı aydan iki yıla kadar hapis veya adli para cezası ile cezalandırılır .;TÜRK CEZA KANUNU
maddelerde tanımlanan suçların basın ve yayın yoluyla işlenmesi halinde , verilecek ceza yarı oranına kadar artırılır .;TÜRK CEZA KANUNU
